id,code,name,description,department_id,equivalency_group_id,created_at
dd998083-76a5-4658-850a-40c1fa2967ce,CSI104,ALGORITMOS E ESTRUTURAS DE DADOS II,"Organização dos dados em memória secundária. Arquivos: Acesso sequencial e acesso randômico. Registros de tamanho fixo e variável. Ordenação em disco. Reutilização de espaço. Indexação de arquivos: Árvores B, B+ e B*. Tabela Hash. Casamento de padrões em texto. Compressão de dados: run length, código de Huffman e LZW.",7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
e7c348f3-74c9-43ba-ae25-acec0299b16d,CSI105,ALGORITMOS E ESTRUTURAS DE DADOS III,"Análise de complexidade de algoritmos: complexidade de tempo e espaço, medidas empíricas de desempenho, análise assintótica e recorrências. Algoritmos em Grafos: busca em largura e em profundidade, grafos eulerianos e hamiltonianos, árvore geradora mínima, problema do caminho mínimo, fluxo em redes. Paradigmas e Técnicas de Programação. Intratabilidade de problemas: Classes de Problemas, Redutibilidade, Teoremas e Provas.",7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
0613f779-aebe-41a1-88c6-569c3a0d8640,CSI106,FUNDAMENTOS TEORICOS DA COMPUTACAO,"Noções de Conjuntos Enumeráveis. Linguagens regulares, livre do contexto, sensível ao contexto, recursivas e recursivamente enumeráveis. Propriedades de linguagens. Tipos de reconhecedores. Gramáticas e manipulações de sobre gramáticas. Equivalências entre os diversos formalismos. Noções de decidibilidade.",7e9ac3a8-887b-405d-9db9-faeb99698427,2fc2e104-b47e-4967-bed9-094860cbdcbb,2024-10-08 01:45:37.218110
e29e20c4-3293-4c3d-9479-af9a37d3426c,CSI107,LINGUAGENS DE PROGRAMACAO,"Conceitos Básicos de linguagens de Programação: Sintaxe e Semântica de Linguagens de Programação. Conceitos de Compilador e Interpretador. Tipos de Dados, Expressões, Comandos, Controle de fluxo e execução. Sistemas de Tipos Estáticos e Dinâmicos. Polimorfismo: Polimorfismo universal paramétrico, Polimorfismo universal de subtipagem e Polimofismo de Sobrecarga. Paradigmas de linguagem de programação: Paradigma imperativo, Paradigma Funcional e Paradigma Lógico.",7e9ac3a8-887b-405d-9db9-faeb99698427,1751b1a6-4eb7-4179-ada4-d4231a4ffd7c,2024-10-08 01:45:37.218110
a1d82ac2-4123-40d9-bbfb-2fa4a7378a03,CSI148,ANALISE NUMERICA,"Números aproximados: erro, estabilidade e convergência. Sistemas lineares: inversão de matrizes. Zeros de funções; interseção de curvas. Interpolação. Métodos de integração. Resolução numérica de equações diferenciais ordinárias de primeira ordem. Autovalores e autovetores.  Implementação de algoritmos numéricos em linguagens de programação.",7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
5fdbbbfb-fc44-49a5-b6f4-fe29e16b7aab,CSI202,ORGANIZACAO E ARQUITETURA DE COMPUTADORES I,Introdução ao sistema computacional: hardware e software. Sistemas de numeração. Portas e Álgebra booleana. RISC e CISC. Códigos de correção de erro. Dispositivos de entrada e saída. Hierarquia de Memória. Conjunto de instruções. Paralelismo. Unidade de Controle. Organização interna de um processador. Memória Virtual.,7e9ac3a8-887b-405d-9db9-faeb99698427,7cf54fac-8c0c-4c11-8a65-1676b48b1bd1,2024-10-08 01:45:37.218110
f632dbd1-a011-4f7b-b48c-460ea479d2ec,CSI203,ORGANIZACAO E ARQUITETURA DE COMPUTADORES I,"Introdução ao sistema computacional: hardware e software. A Arquitetura do Conjunto de Instruções. A Aritmética dos
Computadores. A Arquitetura dos Processadores. Projeto dos Processadores: Máquinas monociclo e multiciclo, o
caminho de dados e de controle. Programação em Linguagem de Montagem e Processadores Atuais. O Princípio da 
Hierarquia de Memória: Memória cache.",7e9ac3a8-887b-405d-9db9-faeb99698427,7cf54fac-8c0c-4c11-8a65-1676b48b1bd1,2024-10-08 01:45:37.218110
5557f39f-5244-4e01-aa75-f48e28972610,CSI204,SISTEMAS OPERACIONAIS,"Histórico do desenvolvimento de sistemas operacionais. Fundamentos de sistemas operacionais, funções e características. Arquitetura de sistemas operacionais. Gerenciamento de processos. Threads. Comunicação entre processos. Escalonamento de processos. Gerenciamento de memória. Memória Virtual. Gerenciamento de dispositivos de entrada e saída. Sistemas de arquivos: segurança e proteção.",7e9ac3a8-887b-405d-9db9-faeb99698427,2399cbd1-187e-4645-a212-ecc0aaebf86f,2024-10-08 01:45:37.218110
bf413dfd-9793-4b61-a903-6cfec28c0770,CSI301,REDES DE COMPUTADORES I,"Introdução a Redes de Computadores e a Internet. Terminologia, aplicações e topologias. Arquitetura TCP/IP e protocolos. Camada Física. Camada de enlace . Subcamada de controle de acesso ao meio. Camadas de Rede, de Transporte e de Aplicação.",7e9ac3a8-887b-405d-9db9-faeb99698427,636ed7f3-47d1-45b9-b72d-87d61ac1709e,2024-10-08 01:45:37.218110
8d5228a7-42ba-4b22-a842-e7d7aebc1d41,CSI302,SISTEMAS DISTRIBUIDOS,Conceitos fundamentais de sistemas distribuídos. Comunicação. Sincronização. Consistência e replicação. Tolerância a falhas. Sistemas de arquivos distribuídos e sistemas de nomes. Memória compartilhada e distribuída. Transações e controle de concorrência.,7e9ac3a8-887b-405d-9db9-faeb99698427,9574c5c9-ad30-416b-b6d9-b876f633a1fb,2024-10-08 01:45:37.218110
3466e911-bb70-443a-b344-f83682e99943,CSI303,SEGURANCA E AUDITORIA DE SISTEMAS,"Conceitos e tipos de ameaças, riscos e vulnerabilidades dos sistemas de informação. Conceitos e objetivos da segurança de informações. Planejamento, implementação e avaliação de políticas de segurança de informações. Conceito e objetivos da auditoria de sistemas de informação. Técnicas de auditoria em sistemas de informação. Softwares de auditoria. Estrutura da função de auditoria de sistemas de informação nas organizações.",7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
f1660f35-657c-4627-aba7-3684c063d07c,CSI403,ENGENHARIA DE SOFTWARE I,"Introdução a Engenharia de Software. Processos de Software. Engenharia de
Requisitos. Linguagem de Modelagem Unificada.",7e9ac3a8-887b-405d-9db9-faeb99698427,7066657f-5c6e-4959-84b2-faad0aef3f55,2024-10-08 01:45:37.218110
4775fcb7-3484-4090-b422-645e6d4ef0a8,CSI404,ENGENHARIA DE SOFTWARE II,Modelagem de Sistemas. Projeto de Arquitetura. Testes de Software. Evolução de Software. Reuso de Software. Gerenciamento de Projetos. Gerenciamento de Qualidade. Gerenciamento de Configuração. Melhoria de Processos. Padrões de Projeto.,7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
cc5e93c1-5046-444a-b3f1-4d7169dd0e67,CSI405,GERENCIA DE PROJETOS DE SOFTWARE,Introdução a Gestão de Projeto. Processos de Gerenciamento de Projeto. Gerenciamento do Escopo. Gerenciamento do Tempo. Gerenciamento dos Custos. Gerenciamento da Qualidade. Gerenciamento dos Riscos. Gestão Ágil de Projetos de Software. Princípios de Desenvolvimento Lean de Software.,7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
f32146eb-18e3-46a9-a3c5-0e14b4a9138a,CSI406,DESENVOLVIMENTO AGIL DE SOFTWARE,Introdução aos Métodos Ágeis. Exemplos de Métodos Ágeis. Práticas Ágeis de Desenvolvimento.,7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
78fe180d-128c-4f76-91c2-6419fcb08536,CSI407,QUALIDADE DE SOFTWARE,Introdução a Qualidade e Medição de Software. Métricas de Produto de Software. Introdução a Engenharia de Software Empírica. Mau-cheiro em código (bad smell). Refatoração. Padrões de Projetos (GoF).,7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
7225819e-fb4a-4e92-a5f2-08d6fca34594,CSI409,PADROES DE PROJETO,Tópicos	e	assuntos	de	atualização	relativos	aos	Padrões	de	Projeto	de desenvolvimento de software.,7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
76bfb984-be61-4319-a77a-6909c823d666,CSI419,LINGUAGENS DE PROGRAMACAO,"Programação em Lógica, Programas lógicos, Resolução SLD, Negação em programas lógicos, corte,
A linguagem Prolog, Estruturas de dados: Listas e árvores. Programação funcional: funções simples,
tipos básicos, avaliação sob demanda, funções de ordem superior, funções currificadas, tipos de dados
algébricos, Estruturas de dados: Listas, Arvores e Mapas, sobrecarga, Mônadas de IO e de estado.",7e9ac3a8-887b-405d-9db9-faeb99698427,1751b1a6-4eb7-4179-ada4-d4231a4ffd7c,2024-10-08 01:45:37.218110
e7c856a0-2e82-4d1c-a2b5-9a74a3637f51,CSI429,ALGORITMOS E ESTRUTURA DE DADOS II,"Organização dos dados em memória secundária. Arquivos: Acesso seqüêncial e acesso randômico. Registros de tamanho fixo e variável. Ordenação em disco. Reutilização de espaço. Indexação de arquivos: Árvores B, B+ e B*. Tabela Hash. Casamento de padrões. Compressão de dados. Criptografia",7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
66434746-7e51-4ce3-93c7-966be3fb8be5,CSI433,SISTEMAS DISTRIBUIDOS,"Conceitos fundamentais de sistemas distribuídos. Comunicação. Sincronização. Consistência e replicação.
Tolerância a falhas. Segurança. Sistemas de arquivos distribuídos e sistemas de nomes. Memória compartilhada e
distribuída.
Transações e controle de concorrência.",7e9ac3a8-887b-405d-9db9-faeb99698427,9574c5c9-ad30-416b-b6d9-b876f633a1fb,2024-10-08 01:45:37.218110
901e10f6-95ed-4ca0-9945-7ab26540fee2,CSI437,SISTEMAS OPERACIONAIS,"Histórico do desenvolvimento de sistemas operacionais. Fundamentos de sistemas operacionais, funções e características. Arquitetura de sistemas operacionais. Gerenciamento de processos. Threads. Comunicação entre
processos. Escalonamento de processos. Gerenciamento de memória. Memória Virtual. Gerenciamento de dispositivos de entrada e saída. Sistemas de arquivos: segurança e proteção.",7e9ac3a8-887b-405d-9db9-faeb99698427,2399cbd1-187e-4645-a212-ecc0aaebf86f,2024-10-08 01:45:37.218110
9ad00bc7-a24f-44a5-867a-b34543050d41,CSI440,BANCO DE DADOS I,"Conceitos e Arquitetura de Banco de Dados. Projeto Conceitual: Modelo Entidade-Relacionamento, Ferramentas CASE, Dicionário de Dados. Projeto Lógico: Modelo Relacional, Álgebra Relacional, Cálculo Relacional.
Linguagem SQL. Dependência Funcional e Normalização de Banco de Dados. Projeto Físico e Projeto de Sistemas de Banco de Dados.",7e9ac3a8-887b-405d-9db9-faeb99698427,791f61a7-8aef-49ca-930e-4fa53169e66a,2024-10-08 01:45:37.218110
142493b9-7002-4fdf-8db5-4edd6fb3e96b,CSI443,MATEMATICA DISCRETA,"Lógica de primeira ordem: sintaxe, semântica, dedução natural e raciocínio algébrico. Teoria de Conjuntos, Relações, Funções, Demonstração de Teoremas, Recursão e Indução Matemática.",7e9ac3a8-887b-405d-9db9-faeb99698427,aa87ac1e-5a9b-44a5-9d5b-d00fac1fe9b3,2024-10-08 01:45:37.218110
ec54f334-9b9c-469d-9233-848e11de0b52,CSI450,INTERACAO HUMANO-COMPUTADOR,"Interface e interação: conceitos básicos e contextualização. Qualidade em IHC. Fundamentos teóricos em IHC.
Processos de design da interação. Design da interação. Avaliação de sistemas interativos.",7e9ac3a8-887b-405d-9db9-faeb99698427,a8038219-9857-474b-a10c-f3ed5074b7d8,2024-10-08 01:45:37.218110
7e739011-8ea2-4d29-a0fa-8934a146cefe,CSI457,INTELIGENCIA ARTIFICIAL,"Conceitos básicos. Sistemas baseados em Conhecimento: Representação do Conhecimento, Automatização do
Raciocínio, Sistemas Especialistas. Resolução de Problemas. Aprendizagem Automática. Percepção.
Planejamento. Introdução a Sistemas Multi Agentes e a Redes Neurais. Lógica Fuzzy. Algoritmos genéticos.",7e9ac3a8-887b-405d-9db9-faeb99698427,da38090f-cf0a-4827-a8be-d7c949baa687,2024-10-08 01:45:37.218110
6f367e8e-dc96-42ce-98e5-ddde3237ad35,CSI466,TEORIA DOS GRAFOS,"Noções básicas sobre Grafos. Isomorfismos. Trilhas, Caminhos e Ciclos. Árvores. Planaridade. Coloração. Casamentos. Algoritmos.",7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
95fd4f53-b57b-43b7-bc3e-cfa899d3d397,CSI472,INTELIGENCIA COMPUTACIONAL PARA OTIMIZACAO,"Introdução aos métodos aproximados ou heurísticos. Algoritmos metaheurísticos ou heurísticas inteligentes: definição, diferenças entre metaheurísticas e heurísticas convencionais. Principais metaheurísticas: Simulated Annealing, Busca Tabu, Algoritmos Genéticos, Iterated Local Search, GRASP, VNS, Colônia de Formigas, etc. Técnicas de intensificação e diversificação: Reconexão por Caminhos e Relaxação Adaptativa. Aplicações de metaheurísticas a problemas de otimização combinatória.",7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
6821c0f2-66a2-4f25-9a5d-4791c9bf6524,CSI476,FUNDAMENTOS TEORICOS DA COMPUTACAO,"Noções de Conjuntos Enumeráveis. Linguagens regulares, livre do contexto, sensível ao contexto, recursivas e
recursivamente enumeráveis. Propriedades de linguagens. Tipos de reconhecedores. Gramáticas e manipulações
de sobre gramáticas. Equivalências entre os diversos formalismo. Noções de decidibilidade.",7e9ac3a8-887b-405d-9db9-faeb99698427,2fc2e104-b47e-4967-bed9-094860cbdcbb,2024-10-08 01:45:37.218110
184c1131-5026-4fcc-8a6e-2f35ce51ea56,CSI485,ENGENHARIA DE SOFTWARE I,"Introdução à Engenharia de Software. Processos de Desenvolvimento. A linguagem UML. Engenharia de Requisitos: Requisitos funcionais e não funcionais. Elicitação, análise e validação de requisitos.",7e9ac3a8-887b-405d-9db9-faeb99698427,7066657f-5c6e-4959-84b2-faad0aef3f55,2024-10-08 01:45:37.218110
975c708c-f258-46b9-9931-32705170e1fc,CSI488,ALGORITMOS E ESTRUTURA DE DADOS I,"Noções de análise de complexidade de algoritmos. Recursividade. Noção de abstração. Tipos abstratos de dados. Estruturas de dados Lineares: pilha, fila e lista. Estruturas de dados hierárquicas: Árvore, filas de prioridade. Algoritmos de ordenação.",7e9ac3a8-887b-405d-9db9-faeb99698427,,2024-10-08 01:45:37.218110
97a3a578-c7d1-4e10-bc65-60bdad5d68f6,CSI491,INFORMATICA E SOCIEDADE,"O papel do computador na sociedade contemporânea: impactos, consequências e tendências. Os novos paradigmas da sociedade da informação e seus aspectos econômicos, sociais, políticos e educacionais. Ética e a profissão. Direitos e deveres do profissional. Associações, órgãos de classe e seus objetivos.",7e9ac3a8-887b-405d-9db9-faeb99698427,37ed28ff-a249-4356-aded-2b28ef4024e3,2024-10-08 01:45:37.218110
43836c31-4ffd-4604-847c-1e29f2dee06a,CSI495,TRABALHO DE CONCLUSAO DE CURSO I,,7e9ac3a8-887b-405d-9db9-faeb99698427,30aee428-f81e-4f04-8f61-a4fb6bea4659,2024-10-08 01:45:37.218110
